site_No.	date	avg_temp	low_temp	low_temp_hhmm	high_temp	high_temp_hhmm	precipitation	max_wind_speed	avg_wind_speed	degree_of_max_wind_speed	year	month	site	PM	Li_ppm	_ppm	NH4_ppm	K_ppm	Mg_ppm	Ca_ppm	F_ppm	Cl_ppm	NO2_ppm	Br_ppm	NO3_ppm	PO4_ppm	SO4_ppm	Li	NA	NH4	K	Mg	Ca	F	Cl	NO2	Br	NO3	PO4	SO4	Li_eq	_eq	NH4_eq	K_eq	Mg_eq	Ca_eq	F_eq	Cl_eq	NO2_eq	Br_eq	NO3_eq	PO4_eq	SO4_eq	Pb	Cd	Cr	Cu	Mn	Fe	Ni	As	Be	Al	Ca_M	Mg_M	OC	EC	TC
532	2015-07-08	22.4	19.1	1028	24.9	1600	8	7.6	1.4	126.6	2015	7	Uijeongbu	11.3	0	0.082	0.667	0.161	0.063	0.293	0	0.074	0	0.066	0.762	0	2.03	0	0.033	0.265	0.064	0.025	0.117	0	0.03	0	0.026	0.303	0	0.808	0	0.015	0.148	0.016	0.021	0.059	0	0.01	0	0.004	0.05	0	0.17	0.0028	0.0001	0	0.0018	0.0039	0.1166	0	0.0005	0	0.0883	0.1023	0.0243	1.75	0.55	2.3
532	2015-07-09	24.9	19.3	440	30.3	1412	0	5.7	1.1	101.3	2015	7	Uijeongbu	11.6	0	0.119	0.438	0.194	0.082	0.359	0	0.078	0	0.062	1.014	0	1.58	0	0.048	0.175	0.078	0.033	0.144	0	0.031	0	0.025	0.405	0	0.632	0	0.021	0.097	0.02	0.027	0.072	0	0.01	0	0.004	0.066	0	0.133	0.0025	0.0001	0	0.0019	0.004	0.1148	0	0.0015	0	0.0943	0.1288	0.0261	2.26	0.55	2.8
532	2015-07-10	26.5	20.3	521	32.1	1541	0	4.3	0.6	205.3	2015	7	Uijeongbu	26.7	0	0.132	1.288	0.239	0.105	0.474	0	0.068	0	0.076	1.028	0	3.548	0	0.053	0.518	0.096	0.042	0.19	0	0.027	0	0.03	0.413	0	1.426	0	0.023	0.286	0.024	0.035	0.095	0	0.009	0	0.004	0.067	0	0.297	0.0191	0.0005	0.0019	0.0166	0.013	0.4098	0	0.0015	0	0.2714	0.3087	0.0683	4.83	0.96	5.78
532	2015-08-11	24.3	21	2310	30.3	1402	3	9.1	0.8	163.1	2015	8	Uijeongbu	30.9	0	0.652	6.713	0.44	0.129	0.681	0	0.205	0	0.236	3.349	0	19.64	0	0.265	2.725	0.178	0.052	0.277	0	0.083	0	0.096	1.36	0	7.974	0	0.114	1.489	0.045	0.042	0.136	0	0.024	0	0.012	0.217	0	1.636	0.0423	0.0012	0.0055	0.0377	0.0211	0.5704	0.0037	0.0047	0	0.2348	0.3995	0.1051	5.28	0.58	5.86
532	2015-08-12	25.3	19.8	536	31.2	1357	0	5.1	0.8	317.8	2015	8	Uijeongbu	55	0	0.423	16.504	0.811	0.133	0.915	0	0.276	0	0.335	4.856	0	49.977	0	0.172	6.717	0.33	0.054	0.372	0	0.112	0	0.137	1.976	0	20.34	0	0.074	3.66	0.083	0.044	0.183	0	0.032	0	0.017	0.314	0	4.163	0.0403	0.0015	0.0047	0.0276	0.0265	0.7334	0.0041	0.0057	0	0.3191	0.3911	0.1125	6.57	0.69	7.25
532	2015-08-13	23.1	20.9	553	30.1	1308	19	10.3	0.9	202.5	2015	8	Uijeongbu	48.8	0	0.287	15.972	0.817	0.173	0.862	0	0.275	0	0.339	3.405	0	48.454	0	0.117	6.524	0.334	0.071	0.352	0	0.112	0	0.138	1.391	0	19.792	0	0.05	3.542	0.084	0.057	0.172	0	0.032	0	0.017	0.22	0	4.036	0.0397	0.001	0.0063	0.0295	0.0276	0.7465	0.0045	0.0043	0	0.3568	0.4157	0.1411	7.86	0.8	8.66
532	2015-08-14	25.2	19.8	318	31.2	1512	0	5.5	0.9	315	2015	8	Uijeongbu	47.1	0	0.247	6.205	0.65	0.14	0.831	0	0.298	0	0.238	2.579	0	18.074	0	0.1	2.515	0.264	0.057	0.337	0	0.121	0	0.096	1.045	0	7.327	0	0.043	1.376	0.067	0.046	0.166	0	0.034	0	0.012	0.167	0	1.506	0.035	0.001	0.0067	0.0276	0.0266	0.7842	0.0036	0.0058	0	0.5213	0.5078	0.1862	7.49	1.15	8.65
532	2015-08-15	25.7	20.9	517	31.1	1307	0	6.2	0.9	331.9	2015	8	Uijeongbu	38.7	0	0.269	6.141	0.737	0.162	0.831	0	0.253	0	0.24	2.359	0	18.157	0	0.109	2.491	0.299	0.066	0.337	0	0.103	0	0.097	0.957	0	7.365	0	0.047	1.362	0.075	0.053	0.166	0	0.029	0	0.012	0.153	0	1.513	0.0286	0.0009	0.0074	0.025	0.0251	0.749	0.0058	0.0026	0	0.3385	0.4523	0.1823	6.96	1	7.96
532	2015-09-07	20	13.7	614	27.9	1558	0	6.7	0.8	47.8	2015	9	Uijeongbu	25.8	0	0.328	0.473	0.257	0.072	0.382	0	0.179	0	0.185	0.728	0	2.386	0	0.13	0.188	0.102	0.029	0.152	0	0.071	0	0.074	0.289	0	0.948	0	0.058	0.105	0.026	0.024	0.076	0	0.021	0	0.01	0.047	0	0.199	0.02328	0.00058	0.00276	0.01163	0.03584	0.5816	0.00852	0.00405	0	0.27662	0.45381	0.19465	3.89	1.22	5.1
532	2015-09-08	20.6	13.5	455	28.6	1418	0	5.8	1.1	115.3	2015	9	Uijeongbu	19	0	0.235	0.706	0.36	0.061	0.569	0	0.19	0	0.187	1.111	0	2.957	0	0.093	0.28	0.143	0.024	0.226	0	0.075	0	0.074	0.441	0	1.173	0	0.041	0.157	0.037	0.02	0.114	0	0.022	0	0.01	0.072	0	0.246	0.0119	0.0004	0.00566	0.01443	0.03783	0.64063	0.01086	0.00273	0	0.44011	0.62679	0.30337	4.04	1.45	5.48
532	2015-09-09	20.1	11.9	558	28.4	1436	0	8.2	1.2	70.3	2015	9	Uijeongbu	13.4	0	1.063	0.621	0.398	0.134	0.578	0	0.204	0	0.188	2.378	0	3.443	0	0.42	0.246	0.157	0.053	0.229	0	0.081	0	0.075	0.94	0	1.362	0	0.185	0.138	0.041	0.044	0.115	0	0.024	0	0.01	0.154	0	0.287	0.00229	0.00008	0.00042	0.00898	0.00536	0.25483	0.00041	0.0003	0	0.1719	0.20778	0.08772	3.76	0.95	4.71
532	2015-09-10	20.6	13.8	547	27.3	1543	0	6.5	1	331.9	2015	9	Uijeongbu	26.9	0	2.362	0.529	0.629	0.304	0.808	0	0.187	0	0.189	2.933	0	6.546	0	0.936	0.21	0.249	0.121	0.32	0	0.074	0	0.075	1.162	0	2.594	0	0.411	0.117	0.064	0.1	0.161	0	0.022	0	0.01	0.19	0	0.545	0.02005	0.00069	0.00551	0.03856	0.02308	0.86417	0.00343	0.00327	0	0.44589	0.59796	0.29643	4.67	1.41	6.09
532	2015-09-11	19.9	15.7	2225	24.5	933	0.5	5.1	1.1	303.8	2015	9	Uijeongbu	40.5	0	0.562	3.884	0.657	0.237	0.898	0	0.17	0	0.213	1.302	0	13.859	0	0.223	1.544	0.261	0.094	0.357	0	0.068	0	0.085	0.518	0	5.511	0	0.098	0.861	0.067	0.078	0.179	0	0.02	0	0.011	0.084	0	1.154	0.04217	0.00118	0.01032	0.03702	0.03938	0.99318	0.007	0.00599	0	0.44252	0.58718	0.2768	5.23	1.45	6.68
532	2015-10-05	15	7.7	626	24.9	1349	0	5.6	0.5	351.6	2015	10	Uijeongbu	26.7	0	0.235	0.918	0.473	0.723	0.174	0	0.205	0	0.087	1.777	0	3.526	0	0.139	0.541	0.279	0.426	0.102	0	0.121	0	0.051	1.048	0	2.079	0	0.042	0.203	0.049	0.251	0.035	0	0.024	0	0.005	0.115	0	0.295	0.0305	0.0006	0.0033	0.0385	0.0235	0.8436	0.0018	0.0024	0	0.5026	0.5468	0.5303	5.62	1.69	7.31
532	2015-10-06	16.3	8.6	637	25	1354	0	6.3	0.6	312.2	2015	10	Uijeongbu	30.4	0	0.373	2.01	0.645	0.906	0.155	0	0.2	0	0.099	3.935	0	5.576	0	0.22	1.183	0.38	0.533	0.091	0	0.118	0	0.058	2.316	0	3.282	0	0.066	0.446	0.067	0.312	0.031	0	0.024	0	0.005	0.255	0	0.466	0.036	0.0007	0.003	0.0461	0.0254	0.9499	0.0034	0.0022	0	0.5201	0.6618	0.6402	6.27	1.89	8.16
532	2015-10-07	17.7	12.7	223	24.7	1330	0	4.5	0.6	323.4	2015	10	Uijeongbu	44.9	0	0.385	5.433	0.723	1.203	0.196	0	0.234	0	0.126	8.528	0	11.982	0	0.227	3.213	0.427	0.711	0.116	0	0.138	0	0.074	5.043	0	7.084	0	0.068	1.205	0.075	0.409	0.039	0	0.028	0	0.007	0.551	0	0.999	0.027	0.0009	0.0031	0.0479	0.028	1.077	0.0034	0.0034	0	0.6655	0.9151	0.9137	7.81	1.81	9.62
532	2015-10-08	18.6	12.5	548	25.2	1444	0	7.3	1.1	286.9	2015	10	Uijeongbu	49.6	0	0.578	4.099	0.949	1.452	0.244	0	0.238	0	0.132	5.191	0	12.07	0	0.345	2.449	0.567	0.867	0.146	0	0.142	0	0.079	3.102	0	7.213	0	0.102	0.909	0.098	0.491	0.049	0	0.028	0	0.007	0.336	0	1.007	0.0453	0.0012	0.007	0.0471	0.0383	1.1711	0.0044	0.0053	0	0.7627	0.9421	0.9277	8.44	1.7	10.14
532	2015-10-09	15.3	10.1	2318	19.5	1416	0	8.9	1.8	343.1	2015	10	Uijeongbu	30.8	0	0.447	0.801	0.329	0.851	0.181	0	0.203	0	0.081	1.712	0	3.485	0	0.264	0.472	0.194	0.502	0.107	0	0.12	0	0.048	1.01	0	2.055	0	0.079	0.178	0.034	0.293	0.036	0	0.024	0	0.005	0.111	0	0.292	0.0224	0.0006	0.0017	0.0194	0.0246	0.9404	0.0014	0.0018	0	0.9318	0.9183	0.875	3.52	0.74	4.26
532	2015-11-09	10.6	9.3	648	12.6	1302	5.5	4.9	0.8	343.1	2015	11	Uijeongbu	18.5	0	0.096	1.238	0.25	0.312	0.087	0	0.122	0	0.085	1.28	0	3.517	0	0.056	0.72	0.145	0.181	0.051	0	0.071	0	0.049	0.744	0	2.046	0	0.019	0.274	0.026	0.12	0.018	0	0.016	0	0.005	0.083	0	0.295	0.011	0.0005	0.0098	0.0383	0.0485	0.4521	0.0015	0.0014	0	0.2465	0.2546	0.0387	2.49	0.52	3
532	2015-11-10	9	5.7	2218	13.4	1509	0	4.2	0.7	337.5	2015	11	Uijeongbu	68.4	0	0.132	5.977	0.66	0.856	0.108	0	0.747	0	0.125	9.429	0	10.567	0	0.077	3.473	0.383	0.497	0.063	0	0.434	0	0.073	5.478	0	6.139	0	0.025	1.325	0.068	0.3	0.022	0	0.086	0	0.007	0.609	0	0.882	0.0343	0.0014	0.0062	0.0407	0.024	0.884	0.0019	0.0071	0	0.6502	0.5486	0.0925	7.63	1.24	8.87
532	2015-11-11	9.4	5	348	16.4	1511	0	3.5	0.3	73.1	2015	11	Uijeongbu	56.5	0	0.334	7.229	0.954	0.834	0.107	0	3.723	0	0.18	10.897	0	9.073	0	0.194	4.193	0.553	0.484	0.062	0	2.16	0	0.104	6.321	0	5.263	0	0.061	1.603	0.099	0.292	0.022	0	0.422	0	0.009	0.703	0	0.757	0.0184	0.0008	0.0047	0.0394	0.0217	1.055	0.0011	0.0029	0	0.6333	0.4976	0.1003	11.24	1.58	12.82
532	2015-11-12	11.5	5.5	350	19.1	1415	0	6.2	0.8	123.8	2015	11	Uijeongbu	21	0	0.242	2.025	0.513	0.608	0.115	0	0.62	0	0.098	3.901	0	3.95	0	0.141	1.175	0.298	0.353	0.067	0	0.36	0	0.057	2.264	0	2.292	0	0.045	0.449	0.053	0.218	0.024	0	0.072	0	0.005	0.252	0	0.331	0.0087	0.0004	0.0021	0.0322	0.0129	0.7323	0.0001	0.0007	0	0.4493	0.4058	0.099	7.65	2	9.65
532	2015-11-13	10.2	8.6	317	13.6	946	19.5	6.3	0.6	168.8	2015	11	Uijeongbu	10.1	0	0.237	1.287	0.416	0.872	0.109	0	0.892	0	0.093	3.124	0	2.928	0	0.138	0.747	0.242	0.506	0.063	0	0.518	0	0.054	1.814	0	1.7	0	0.044	0.285	0.043	0.305	0.022	0	0.103	0	0.005	0.202	0	0.245	0.0042	0.0002	0.0011	0.0044	0.0039	0.1507	0	0.0005	0	0.1321	0.1791	0.0476	4.89	1.95	6.83
532	2015-12-08	1	-3.7	701	8.3	1437	0	3.2	0.1	337.5	2015	12	Uijeongbu	79.2	0	0.729	11.919	1.165	0.139	1.501	0	7.319	0	0.213	27.597	0	8.734	0	0.408	6.677	0.653	0.078	0.841	0	4.1	0	0.12	15.459	0	4.893	0	0.129	2.643	0.12	0.063	0.3	0	0.828	0	0.011	1.781	0	0.729	0.0701	0.0024	0.0171	0.0958	0.052	1.3119	0.0225	0.012	0	0.332	0.7113	0.1532	12.61	9.7	22.32
532	2015-12-09	2.8	-4	546	11	1340	0	5.1	0.2	160.3	2015	12	Uijeongbu	78.7	0	0.85	15.575	1.181	0.117	1.477	0	12.151	0	0.252	32.211	0	10.53	0	0.575	10.54	0.799	0.079	1	0	8.222	0	0.171	21.798	0	7.126	0	0.15	3.454	0.122	0.056	0.295	0	1.373	0	0.013	2.078	0	0.879	0.0446	0.0018	0.0066	0.0667	0.0348	1.2371	0.0042	0.0072	0	0.4576	0.6756	0.1504	14	11.52	25.52
532	2015-12-10	5.9	3.2	1	9.5	1131	0	4.7	0.3	326.3	2015	12	Uijeongbu	65.3	0	0.876	17.948	1.507	0.122	1.204	0	15.523	0	0.291	32.364	0	12.838	0	0.496	10.163	0.853	0.069	0.682	0	8.789	0	0.165	18.325	0	7.269	0	0.155	3.98	0.155	0.058	0.241	0	1.753	0	0.015	2.088	0	1.071	0.0452	0.0023	0.0099	0.0922	0.0745	1.0925	0.0044	0.0054	0	0.264	0.5469	0.109	13.18	7.8	20.98
532	2015-12-11	5.1	0.3	2359	11.8	1331	0	6.9	1	90	2015	12	Uijeongbu	42.9	0	1.241	7.279	0.635	0.147	0.663	0	3.572	0	0.151	9.73	0	12.036	0	0.698	4.097	0.357	0.083	0.373	0	2.01	0	0.085	5.476	0	6.774	0	0.218	1.614	0.066	0.066	0.133	0	0.405	0	0.008	0.628	0	1.004	0.0285	0.0012	0.013	0.0313	0.0234	0.4592	0.0062	0.0125	0	0.2009	0.6024	0.1596	9.98	1.62	11.6
532	2015-12-12	2.3	-3.3	648	9.7	1446	0	5.1	0.5	132.2	2015	12	Uijeongbu	37.6	0	1.944	5.146	0.839	0.255	1.2	0	4.775	0	0.157	5.581	0	11.004	0	1.088	2.878	0.47	0.142	0.671	0	2.671	0	0.088	3.122	0	6.155	0	0.341	1.141	0.087	0.102	0.24	0	0.541	0	0.008	0.36	0	0.918	0.0263	0.0009	0.0033	0.0453	0.017	0.7729	0.001	0.0024	0	0.3484	0.4673	0.2362	6.9	5.67	12.57
532	2016-01-11	-4.4	-8.9	710	0.5	1424	0	5.7	1.1	326.3	2016	1	Uijeongbu	42.2	0	0.486	5.308	0.705	0.169	1.038	0	2.541	0	0.14	10.312	0	6.266	0	0.269	2.941	0.391	0.094	0.575	0	1.408	0	0.078	5.713	0	3.472	0	0.087	1.177	0.073	0.074	0.208	0	0.289	0	0.008	0.666	0	0.523	0.0277	0.0014	0.0043	0.0191	0.0188	0.7519	0.0017	0.0109	0	0.5622	0.6469	0.2115	7.88	1.25	9.13
532	2016-01-12	-5.8	-11.6	721	0.4	1408	0	5.6	0.9	337.5	2016	1	Uijeongbu	47.3	0	0.477	7.43	1.038	0.158	1.452	0	4.948	0.076	0.172	12.221	0	8.15	0	0.265	4.129	0.577	0.088	0.807	0	2.75	0.042	0.096	6.792	0	4.529	0	0.085	1.648	0.107	0.07	0.29	0	0.56	0.007	0.009	0.789	0	0.68	0.0308	0.0012	0.0039	0.0338	0.0216	0.9598	0.0018	0.0074	0	0.7256	0.8146	0.2074	7.81	3.83	11.64
532	2016-01-13	-6	-12.2	712	-0.3	1404	0	7.8	1.1	270	2016	1	Uijeongbu	43.3	0	0.661	6.459	0.715	0.205	1.229	0	2.672	0.074	0.156	13.418	0	7.894	0	0.364	3.558	0.394	0.113	0.677	0	1.472	0.041	0.086	7.392	0	4.349	0	0.117	1.432	0.074	0.085	0.246	0	0.303	0.006	0.008	0.866	0	0.659	0.0265	0.001	0.0063	0.0347	0.0222	0.9394	0.0044	0.0048	0	0.5486	0.6769	0.3352	5	6.32	11.32
532	2016-01-14	-4.7	-12.1	742	0.1	1326	0	4.2	0.7	163.1	2016	1	Uijeongbu	46	0	1.307	6.488	0.741	0.255	1.363	0	4.073	0.074	0.168	14.044	0	7.518	0	0.724	3.595	0.411	0.141	0.755	0	2.257	0.041	0.093	7.782	0	4.165	0	0.23	1.439	0.077	0.102	0.273	0	0.461	0.006	0.009	0.906	0	0.628	0.0277	0.0014	0.0018	0.0201	0.0225	0.8297	0.0022	0.0051	0	0.4522	0.5985	0.3387	4.72	5.38	10.1
532	2016-01-15	-3.1	-8.4	635	3.9	1400	0	3.4	0.4	331.9	2016	1	Uijeongbu	53.5	0	1.869	12.786	1.52	0.377	2.768	0	9.428	0.095	0.244	27.099	0	14.551	0	1.041	7.123	0.847	0.21	1.542	0	5.252	0.053	0.136	15.096	0	8.106	0	0.328	2.835	0.156	0.142	0.553	0	1.066	0.008	0.013	1.748	0	1.213	0.0382	0.0012	0.0045	0.0279	0.017	0.6618	0.0026	0.005	0	0.2484	0.441	0.133	8.29	9.18	17.47
532	2016-02-08	0.8	-7.9	402	6.3	1510	0	12.3	1.6	191.3	2016	2	Uijeongbu	81.3	0	0.908	6.001	1.175	0.274	0.967	0	2.619	0	0.153	12.385	0	8.205	0	1.021	6.751	1.322	0.309	1.088	0	2.946	0	0.172	13.933	0	9.23	0	0.158	1.331	0.12	0.091	0.196	0	0.296	0	0.008	0.8	0	0.684	0.0535	0.0011	0.0053	0.0268	0.0276	0.9362	0.0034	0.0053	0	1.0007	1.1996	0.563	7.38	5.73	13.11
532	2016-02-09	0	-4.5	628	6.4	1504	0	9.2	1.5	329.1	2016	2	Uijeongbu	44.2	0	0.432	2.394	1.661	0.261	0.581	0	1.287	0	0.113	5.054	0	4.978	0	0.485	2.691	1.867	0.293	0.653	0	1.447	0	0.127	5.681	0	5.595	0	0.076	0.531	0.17	0.086	0.119	0	0.146	0	0.006	0.327	0	0.415	0.0368	0.0008	0.0041	0.0237	0.0195	0.6455	0.0018	0.01	0	0.9084	0.652	0.4557	5.13	2.02	7.15
532	2016-02-10	0.2	-7.7	753	9.8	1524	0	5	0.5	188.4	2016	2	Uijeongbu	42.9	0	0.394	3.18	0.508	0.123	0.439	0	1.961	0	0.121	5.95	0	3.304	0	0.443	3.574	0.571	0.139	0.494	0	2.204	0	0.136	6.688	0	3.713	0	0.069	0.705	0.052	0.041	0.09	0	0.222	0	0.006	0.385	0	0.276	0.03	0.0008	0.0025	0.0242	0.0117	0.5417	0.0016	0.0066	0	0.4335	0.4293	0.1879	5.73	3.77	9.5
532	2016-02-11	6.1	-4.4	650	14	1612	0.5	6.2	0.9	177.2	2016	2	Uijeongbu	52.8	0	0.498	2.972	0.794	0.126	0.8	0	1.826	0	0.134	7.047	0	3.395	0	0.657	3.924	1.048	0.166	1.057	0	2.411	0	0.177	9.304	0	4.482	0	0.087	0.659	0.081	0.042	0.162	0	0.207	0	0.007	0.455	0	0.284	0.0269	0.0009	0.0086	0.0299	0.0208	0.8004	0.0058	0.0045	0	0.6218	0.8591	0.2693	7.67	8.33	16
532	2016-02-12	8	6	305	9.5	1643	22.5	8.3	0.9	180	2016	2	Uijeongbu	32	0	0.134	3.654	0.569	0.092	0.266	0	0.626	0	0.118	7.052	0	4.423	0	0.153	4.162	0.648	0.104	0.302	0	0.713	0	0.135	8.033	0	5.038	0	0.024	0.81	0.058	0.031	0.056	0	0.071	0	0.006	0.456	0	0.369	0.0172	0.0006	0.0033	0.0107	0.0154	0.2585	0.0021	0.0031	0	0.2176	0.2541	0.1087	4.61	1.51	6.12
532	2016-03-07	7.1	2.2	131	12.4	1605	0	4.7	0.6	340.3	2016	3	Uijeongbu	101.7	0	0.592	1.626	0.256	0.202	1.246	0	1.269	0	0.116	3.521	0	3.995	0	0.681	1.87	0.294	0.233	1.432	0	1.459	0	0.133	4.049	0	4.593	0	0.104	0.361	0.026	0.067	0.251	0	0.144	0	0.006	0.228	0	0.334	0.0451	0.0029	0.0138	0.0581	0.0899	3.0405	0.0087	0.0036	0	2.6707	3.0671	1.3273	10.16	1.42	11.58
532	2016-03-08	2.7	-1.4	2352	6.4	1326	0	7.6	1.9	326.3	2016	3	Uijeongbu	69.3	0	0.291	1.58	0.191	0.144	0.936	0	0.725	0	0.103	3.061	0	3.465	0	0.328	1.78	0.215	0.162	1.055	0	0.817	0	0.116	3.45	0	3.905	0	0.051	0.35	0.019	0.047	0.189	0	0.083	0	0.005	0.198	0	0.289	0.0283	0.0015	0.0069	0.028	0.0552	1.9225	0.0038	0.0154	0	1.9807	1.8103	0.7803	4.75	0.83	5.58
532	2016-03-09	0.4	-2.9	621	6	1510	0	8.3	2.5	331.9	2016	3	Uijeongbu	43.8	0	0.253	1.029	0.148	0.107	0.587	0	0.545	0	0.103	1.848	0	2.315	0	0.282	1.148	0.165	0.12	0.655	0	0.608	0	0.115	2.062	0	2.583	0	0.045	0.228	0.015	0.035	0.119	0	0.062	0	0.005	0.12	0	0.194	0.0217	0.0009	0.003	0.022	0.0321	1.1302	0.002	0.0093	0	1.1709	1.158	0.3933	4.57	1.25	5.81
532	2016-03-10	-0.9	-4.9	612	4.2	1453	0	9.2	2.3	329.1	2016	3	Uijeongbu	39.1	0	0.225	1.201	0.174	0.101	0.515	0	0.539	0	0.098	2.374	0	2.268	0	0.25	1.335	0.193	0.112	0.572	0	0.599	0	0.109	2.638	0	2.52	0	0.04	0.266	0.018	0.033	0.105	0	0.061	0	0.005	0.154	0	0.19	0.0203	0.0007	0.0035	0.0518	0.0255	0.9649	0.0016	0.0039	0	0.7846	1.0411	0.3157	3.87	0.99	4.87
532	2016-03-11	-0.9	-7.1	641	4.8	1502	0	7.2	1.5	343.1	2016	3	Uijeongbu	40.3	0	0.25	1.584	0.183	0.131	0.548	0	0.591	0	0.103	3.375	0	2.792	0	0.277	1.759	0.204	0.146	0.609	0	0.657	0	0.114	3.748	0	3.1	0	0.044	0.351	0.019	0.043	0.112	0	0.067	0	0.005	0.218	0	0.233	0.0235	0.0011	0.006	0.0238	0.0237	0.8814	0.0027	0.0069	0	0.6201	0.7742	0.399	5.66	1.08	6.74
532	2016-04-04	11.2	2.6	618	20.1	1523	0	7.6	1	315	2016	4	Uijeongbu	27.4	0	0.371	3.612	0.471	0.188	1.496	0	1.821	0	0.125	7.725	0	5.548	0	0.094	0.916	0.12	0.048	0.379	0	0.462	0	0.032	1.959	0	1.407	0	0.065	0.802	0.048	0.062	0.307	0	0.208	0	0.007	0.5	0	0.464	0.0281	0.0007	0.0051	0.023	0.0193	0.7934	0.0022	0.0178	0	0.5823	0.7373	0.2144	5.08	1.55	6.63
532	2016-04-05	10.7	2.3	545	19.7	1335	0	8	1.2	292.5	2016	4	Uijeongbu	51.2	0	0.887	8.115	0.804	0.445	2.606	0	1.2	0	0.133	26.479	0	10.902	0	0.225	2.062	0.204	0.113	0.662	0	0.305	0	0.034	6.728	0	2.77	0	0.155	1.8	0.082	0.146	0.528	0	0.138	0	0.007	1.71	0	0.91	0.0349	0.0011	0.0072	0.0257	0.0357	1.3489	0.008	0.0037	0	1.2086	1.1324	0.4869	6.34	1.56	7.9
532	2016-04-06	13.6	3.5	603	22.7	1451	2	9.3	1	185.6	2016	4	Uijeongbu	68.7	0	0.663	15.378	0.999	0.357	3.271	0	0.874	0	0.179	47.75	0	19.878	0	0.197	4.557	0.296	0.106	0.97	0	0.259	0	0.053	14.151	0	5.891	0	0.116	3.411	0.102	0.118	0.661	0	0.101	0	0.01	3.083	0	1.658	0.0373	0.0012	0.0061	0.0282	0.0402	1.3917	0.0075	0.0041	0	1.0573	1.4586	0.4224	8.58	1.95	10.53
532	2016-04-07	14.3	9.7	136	21.5	1523	7.5	9.5	1.4	312.2	2016	4	Uijeongbu	45.5	0	0.573	17.522	0.803	0.258	1.637	0	0.627	0	0.18	54.77	0	17.584	0	0.146	4.475	0.205	0.066	0.418	0	0.16	0	0.046	13.989	0	4.491	0	0.101	3.886	0.082	0.085	0.335	0	0.073	0	0.01	3.535	0	1.467	0.0237	0.0009	0.0059	0.0084	0.0253	0.6744	0.0038	0.0042	0	0.4561	0.5803	0.1891	5.82	0.79	6.61
532	2016-04-08	11.5	6.2	2356	19.7	1231	0	8.8	1.3	303.8	2016	4	Uijeongbu	86.4	0	0.712	25.737	0.716	0.355	2.54	0	1.018	0	0.28	61.646	0	44.038	0	0.181	6.531	0.182	0.09	0.645	0	0.258	0	0.071	15.644	0	11.175	0	0.125	5.708	0.073	0.117	0.515	0	0.117	0	0.015	3.979	0	3.67	0.0301	0.0012	0.0097	0.0232	0.0422	1.3178	0.0082	0.0061	0	1.0983	1.0091	0.4142	6.44	1.05	7.49
532	2016-05-09	18.8	13.6	540	24	1149	0	6.7	1.2	306.6	2016	5	Uijeongbu	60.5	0	0.125	1.036	0.186	0.136	0.636	0	0.188	0	0.107	2.244	0	2.759	0	0.147	1.212	0.218	0.159	0.744	0	0.22	0	0.125	2.624	0	3.227	0	0.022	0.23	0.019	0.045	0.131	0	0.022	0	0.006	0.145	0	0.23	0.0351	0.001	0.0073	0.033	0.0465	1.7419	0.0045	0.0052	0	1.6854	1.2497	0.4921	7.12	1.06	8.18
532	2016-05-10	14	12.1	2356	17.5	1	12	5.2	0.9	317.8	2016	5	Uijeongbu	26.1	0	0.086	1.785	0.242	0.101	0.341	0	0.527	0	0.116	2.675	0	3.086	0	0.1	2.062	0.28	0.116	0.393	0	0.609	0	0.134	3.09	0	3.565	0	0.015	0.396	0.025	0.033	0.072	0	0.06	0	0.006	0.173	0	0.258	0.022	0.0009	0.0015	0.0086	0.0172	0.5428	0.0015	0.0097	0	0.6074	0.3677	0.1365	4.85	0.93	5.78
532	2016-05-11	15.7	9.3	429	23.4	1550	0	7.2	1.1	312.2	2016	5	Uijeongbu	26.6	0	0.11	0.833	0.133	0.103	0.406	0	0.136	0	0.104	0.979	0	2.688	0	0.128	0.967	0.155	0.12	0.472	0	0.157	0	0.121	1.137	0	3.122	0	0.02	0.185	0.014	0.034	0.085	0	0.016	0	0.005	0.063	0	0.225	0.018	0.0004	0.0041	0.0261	0.0199	0.7559	0.0025	0.0068	0	0.5838	0.4455	0.1813	4	0.68	4.68
532	2016-05-12	17.2	10.2	222	24	1355	0	9.2	1.5	160.3	2016	5	Uijeongbu	36.3	0	0.144	1.27	0.107	0.109	0.413	0	0.13	0	0.11	2.129	0	2.949	0	0.168	1.477	0.124	0.127	0.481	0	0.151	0	0.128	2.474	0	3.428	0	0.025	0.282	0.011	0.036	0.087	0	0.015	0	0.006	0.137	0	0.246	0.0128	0.0004	0.0081	0.027	0.0304	0.9011	0.0049	0.0026	0	0.4485	0.4676	0.1546	5.1	1.14	6.24
532	2016-05-13	17.3	12.8	304	24.3	1558	0	8	1.4	188.4	2016	5	Uijeongbu	36.9	0	0.152	2.029	0.124	0.092	0.287	0	0.096	0	0.11	0.581	0	5.678	0	0.176	2.35	0.144	0.107	0.332	0	0.111	0	0.127	0.673	0	6.577	0	0.027	0.45	0.013	0.03	0.061	0	0.011	0	0.006	0.037	0	0.474	0.0227	0.0007	0.011	0.0277	0.0362	0.7548	0.0086	0.006	0	0.5704	0.5145	0.1972	4.78	0.69	5.47
